,National_ID,Age,Gender,Region,Income_Level,Household_Dependents,Monthly_Energy_Consumption_kWh,Subsidy_Eligibility,Subsidy_Type,Amount_NGN,Channel,Date,Wallet_Activity_Status,Wallet_Balance_NGN,Days_Since_Last_Transaction,Avg_Monthly_Wallet_Balance,Suspected_Fraud
70714,ID08835,41,Male,Lagos,Low,1,117,0,Cash Transfer,5895,Mobile Wallet,2021-05-15,Inactive,1846.0,2.0,4451.0,1
70717,ID08835,41,Male,Lagos,Low,1,117,0,Fuel,5243,Mobile Wallet,2022-01-10,Suspicious,8931.0,30.0,3162.0,1
70729,ID08836,22,Male,Rivers,Low,7,29,1,Cash Transfer,8317,Mobile Wallet,2022-11-21,Inactive,0.0,69.0,2749.0,1
70769,ID08842,62,Female,Kano,Low,5,115,1,Fuel,5922,Mobile Wallet,2019-02-28,Suspicious,2394.0,77.0,3630.0,1
70773,ID08843,29,Female,Rivers,Low,4,121,1,Fuel,4796,Mobile Wallet,2019-03-13,Inactive,3641.0,20.0,5842.0,1
70777,ID08843,29,Female,Rivers,Low,4,121,1,Cash Transfer,6656,Mobile Wallet,2023-03-15,Inactive,5010.0,35.0,3086.0,1
70781,ID08844,30,Male,Rivers,Low,8,63,1,Cash Transfer,5703,Mobile Wallet,2020-07-20,Inactive,6017.0,9.0,3953.0,1
70819,ID08849,62,Female,Kaduna,Low,7,109,1,Cash Transfer,6805,Mobile Wallet,2019-07-28,Inactive,5469.0,60.0,4523.0,1
70830,ID08849,62,Female,Kaduna,Low,7,109,1,Cash Transfer,6339,Mobile Wallet,2022-05-17,Inactive,3994.0,33.0,4181.0,1
70841,ID08851,20,Male,Oyo,Middle,5,82,0,Cash Transfer,4972,Mobile Wallet,2021-11-17,Inactive,6886.0,51.0,5881.0,1
70850,ID08853,43,Female,Oyo,Low,1,112,0,Cash Transfer,5818,Mobile Wallet,2019-02-04,Inactive,4139.0,82.0,3293.0,1
70863,ID08855,24,Male,Rivers,Low,9,57,1,Cash Transfer,7334,Mobile Wallet,2022-07-21,Suspicious,3391.0,55.0,4924.0,1
70909,ID08859,51,Female,Yobe,Low,1,199,0,Fuel,4908,Mobile Wallet,2020-02-29,Inactive,4472.0,49.0,4140.0,1
70912,ID08859,51,Female,Yobe,Low,1,199,0,Cash Transfer,8091,Mobile Wallet,2021-11-23,Inactive,4409.0,87.0,5348.0,1
70930,ID08861,25,Male,Yobe,Low,5,127,1,Fuel,5987,Mobile Wallet,2021-11-17,Inactive,3103.0,20.0,1881.0,1
71016,ID08872,51,Female,Oyo,Low,8,169,1,Cash Transfer,6083,Mobile Wallet,2022-08-11,Suspicious,4514.0,11.0,447.0,1
71022,ID08873,67,Female,Yobe,Low,8,107,1,Fuel,4753,Mobile Wallet,2023-07-28,Suspicious,8422.0,62.0,4586.0,1
71072,ID08881,28,Female,Yobe,Middle,9,93,0,Cash Transfer,5267,Mobile Wallet,2023-01-29,Inactive,1734.0,45.0,2375.0,1
71083,ID08882,23,Female,Yobe,Low,7,81,1,Fuel,5353,Mobile Wallet,2022-12-13,Inactive,1987.0,72.0,1790.0,1
71099,ID08883,40,Female,Lagos,Low,7,104,1,Cash Transfer,5691,Mobile Wallet,2019-10-12,Inactive,1642.0,96.0,2704.0,1
71143,ID08888,19,Male,Kaduna,Low,7,98,1,Cash Transfer,7041,Mobile Wallet,2023-09-15,Suspicious,4787.0,32.0,4538.0,1
71146,ID08888,19,Male,Kaduna,Low,7,98,1,Fuel,5704,Mobile Wallet,2023-05-08,Suspicious,7094.0,71.0,4857.0,1
71153,ID08889,39,Male,Rivers,Low,5,86,1,Cash Transfer,5833,Mobile Wallet,2022-06-26,Inactive,4562.0,42.0,5190.0,1
71154,ID08889,39,Male,Rivers,Low,5,86,1,Cash Transfer,6735,Mobile Wallet,2021-11-17,Inactive,3893.0,48.0,3368.0,1
71167,ID08891,42,Male,Kano,Low,8,46,1,Fuel,5149,Mobile Wallet,2021-07-05,Suspicious,5205.0,46.0,2806.0,1
71174,ID08891,42,Male,Kano,Low,8,46,1,Cash Transfer,7083,Mobile Wallet,2021-03-27,Suspicious,4897.0,38.0,5586.0,1
71232,ID08897,66,Female,Rivers,Low,9,56,1,Fuel,4859,Mobile Wallet,2022-04-30,Suspicious,6793.0,88.0,2420.0,1
71266,ID08900,39,Female,Kaduna,Low,8,118,1,Cash Transfer,6011,Mobile Wallet,2023-10-04,Inactive,7742.0,55.0,3694.0,1
71269,ID08900,39,Female,Kaduna,Low,8,118,1,Cash Transfer,6545,Mobile Wallet,2022-11-15,Inactive,3438.0,3.0,3348.0,1
71280,ID08901,67,Female,Rivers,Low,2,110,0,Cash Transfer,6587,Mobile Wallet,2020-05-05,Inactive,4776.0,40.0,5522.0,1
71288,ID08902,64,Female,Kaduna,Low,2,119,0,Cash Transfer,7115,Mobile Wallet,2019-01-02,Inactive,7652.0,52.0,5988.0,1
71301,ID08904,56,Female,Lagos,Middle,5,41,0,Cash Transfer,4660,Mobile Wallet,2022-04-26,Suspicious,4884.0,94.0,7348.0,1
71313,ID08904,56,Female,Lagos,Middle,5,41,0,Cash Transfer,4993,Mobile Wallet,2021-11-12,Suspicious,2613.0,73.0,2766.0,1
71319,ID08905,35,Male,Yobe,Low,9,89,1,Cash Transfer,7853,Mobile Wallet,2019-09-01,Inactive,3518.0,28.0,2921.0,1
71329,ID08906,55,Female,Kano,Middle,7,75,0,Cash Transfer,4705,Mobile Wallet,2019-11-16,Inactive,1967.0,61.0,5832.0,1
71340,ID08907,54,Male,Kaduna,Low,7,105,1,Fuel,5411,Mobile Wallet,2023-02-22,Suspicious,5811.0,42.0,5147.0,1
71350,ID08908,47,Male,Kano,Middle,2,80,0,Cash Transfer,5526,Mobile Wallet,2019-11-10,Inactive,4770.0,62.0,3995.0,1
71361,ID08909,68,Female,Yobe,Low,2,109,0,Cash Transfer,8004,Mobile Wallet,2021-12-12,Inactive,5855.0,1.0,4542.0,1
71371,ID08911,27,Male,Yobe,Low,7,92,1,Cash Transfer,5894,Mobile Wallet,2020-07-21,Suspicious,5102.0,12.0,1903.0,1
71388,ID08912,32,Male,Yobe,Low,7,108,1,Fuel,5155,Mobile Wallet,2019-11-29,Suspicious,6475.0,2.0,2044.0,1
71402,ID08913,59,Female,Oyo,Middle,9,111,0,Cash Transfer,5463,Mobile Wallet,2022-12-01,Inactive,5320.0,64.0,2367.0,1
71434,ID08920,55,Female,Kaduna,Low,8,82,1,Cash Transfer,6254,Mobile Wallet,2021-09-16,Inactive,7563.0,31.0,2788.0,1
71453,ID08921,52,Male,Kaduna,Low,7,99,1,Cash Transfer,8324,Mobile Wallet,2020-12-04,Inactive,5560.0,50.0,4831.0,1
71490,ID08927,58,Female,Kano,Middle,1,108,0,Cash Transfer,4879,Mobile Wallet,2022-03-13,Inactive,638.0,38.0,2349.0,1
71501,ID08928,33,Female,Rivers,Middle,6,112,0,Cash Transfer,5778,Mobile Wallet,2020-10-13,Inactive,2980.0,18.0,3474.0,1
71510,ID08930,45,Male,Yobe,Low,3,65,0,Fuel,5166,Mobile Wallet,2019-10-21,Inactive,3916.0,34.0,3859.0,1
71570,ID08935,44,Female,Kano,Low,6,86,1,Cash Transfer,6803,Mobile Wallet,2020-02-16,Inactive,6661.0,82.0,4239.0,1
71589,ID08939,43,Female,Kano,Low,9,83,1,Fuel,5740,Mobile Wallet,2019-10-02,Inactive,7000.0,58.0,5318.0,1
71627,ID08944,22,Male,Kaduna,Low,1,70,0,Fuel,4717,Mobile Wallet,2019-04-02,Inactive,2833.0,5.0,4175.0,1
71690,ID08952,48,Male,Kano,Low,3,141,0,Cash Transfer,6726,Mobile Wallet,2021-03-15,Inactive,1354.0,49.0,4086.0,1
71697,ID08954,26,Male,Rivers,Middle,3,148,0,Cash Transfer,5098,Mobile Wallet,2022-03-26,Suspicious,6424.0,36.0,3042.0,1
71757,ID08961,69,Male,Kano,Low,1,145,0,Cash Transfer,7461,Mobile Wallet,2021-01-14,Inactive,5327.0,2.0,1850.0,1
71787,ID08963,50,Male,Yobe,Middle,1,95,0,Cash Transfer,4883,Mobile Wallet,2020-09-17,Inactive,5212.0,17.0,4940.0,1
71802,ID08965,28,Male,Kaduna,Low,1,95,0,Fuel,5803,Mobile Wallet,2023-01-06,Inactive,7355.0,26.0,4952.0,1
71816,ID08967,50,Female,Oyo,Middle,7,86,0,Cash Transfer,4593,Mobile Wallet,2022-04-28,Inactive,328.0,98.0,4139.0,1
71833,ID08971,55,Male,Yobe,Middle,3,98,0,Cash Transfer,5790,Mobile Wallet,2022-05-02,Inactive,4942.0,32.0,5437.0,1
71885,ID08980,52,Male,Rivers,Low,9,76,1,Fuel,5691,Mobile Wallet,2023-11-14,Suspicious,9110.0,44.0,2154.0,1
71887,ID08980,52,Male,Rivers,Low,9,76,1,Fuel,4861,Mobile Wallet,2019-01-08,Inactive,2875.0,13.0,4430.0,1
71900,ID08981,52,Male,Kaduna,Middle,5,140,0,Cash Transfer,5023,Mobile Wallet,2020-04-09,Inactive,5090.0,94.0,4013.0,1
71910,ID08983,45,Female,Kaduna,Low,2,157,0,Fuel,5262,Mobile Wallet,2020-11-14,Inactive,7160.0,59.0,4278.0,1
71949,ID08987,60,Male,Kaduna,Middle,9,143,0,Cash Transfer,5380,Mobile Wallet,2022-09-26,Inactive,6128.0,79.0,665.0,1
71963,ID08989,37,Female,Yobe,Low,3,99,0,Fuel,5749,Mobile Wallet,2023-05-30,Inactive,8132.0,59.0,3722.0,1
71965,ID08989,37,Female,Yobe,Low,3,99,0,Fuel,5524,Mobile Wallet,2023-09-17,Suspicious,6555.0,66.0,2840.0,1
72006,ID08994,61,Female,Kano,Middle,3,87,0,Cash Transfer,5250,Mobile Wallet,2023-08-08,Inactive,4586.0,84.0,5123.0,1
72012,ID08995,27,Female,Lagos,Low,5,66,1,Cash Transfer,7400,Mobile Wallet,2019-11-24,Suspicious,6217.0,97.0,5238.0,1
72017,ID08996,22,Female,Yobe,Low,7,84,1,Fuel,5848,Mobile Wallet,2020-09-02,Inactive,3580.0,23.0,3321.0,1
72023,ID08997,26,Female,Rivers,Low,1,140,0,Cash Transfer,5969,Mobile Wallet,2022-03-23,Suspicious,3983.0,52.0,2445.0,1
72040,ID09000,55,Female,Yobe,Low,1,87,0,Fuel,5182,Mobile Wallet,2020-11-20,Suspicious,6801.0,0.0,1993.0,1
72042,ID09001,48,Male,Yobe,Low,1,135,0,Cash Transfer,6899,Mobile Wallet,2021-06-30,Suspicious,5513.0,84.0,4484.0,1
72070,ID09004,29,Female,Kano,Middle,1,141,0,Cash Transfer,5557,Mobile Wallet,2022-01-30,Inactive,6675.0,75.0,4323.0,1
72083,ID09006,38,Female,Kaduna,Middle,1,42,0,Cash Transfer,5715,Mobile Wallet,2021-03-08,Suspicious,2738.0,15.0,4372.0,1
72153,ID09013,27,Female,Yobe,Middle,9,107,0,Cash Transfer,4917,Mobile Wallet,2021-10-12,Inactive,786.0,31.0,3798.0,1
72158,ID09014,22,Female,Yobe,Middle,6,92,0,Cash Transfer,5202,Mobile Wallet,2022-06-20,Suspicious,3176.0,90.0,3381.0,1
72181,ID09017,38,Male,Kano,Low,9,92,1,Cash Transfer,8029,Mobile Wallet,2021-10-26,Suspicious,3603.0,12.0,5920.0,1
72202,ID09019,43,Male,Rivers,Low,7,133,1,Cash Transfer,6954,Mobile Wallet,2019-09-26,Inactive,6156.0,65.0,4424.0,1
72262,ID09026,33,Female,Oyo,Middle,9,102,0,Cash Transfer,5479,Mobile Wallet,2022-03-11,Inactive,7006.0,27.0,3607.0,1
72273,ID09027,18,Female,Oyo,Low,5,163,1,Fuel,5908,Mobile Wallet,2019-11-02,Inactive,6888.0,24.0,7174.0,1
72278,ID09027,18,Female,Oyo,Low,5,163,1,Fuel,4645,Mobile Wallet,2019-11-11,Suspicious,6573.0,78.0,6277.0,1
72294,ID09028,33,Male,Oyo,Low,3,86,0,Cash Transfer,6656,Mobile Wallet,2022-09-26,Suspicious,6193.0,56.0,6107.0,1
72335,ID09035,33,Male,Yobe,Low,9,82,1,Fuel,5860,Mobile Wallet,2021-12-06,Inactive,6928.0,6.0,5699.0,1
72347,ID09037,38,Female,Kaduna,Middle,6,96,0,Cash Transfer,5267,Mobile Wallet,2020-10-10,Inactive,4272.0,19.0,3925.0,1
72399,ID09041,43,Female,Kano,Low,4,76,1,Fuel,5654,Mobile Wallet,2021-07-14,Suspicious,4430.0,21.0,1382.0,1
72407,ID09042,55,Female,Kano,Low,1,54,0,Cash Transfer,7408,Mobile Wallet,2023-12-08,Inactive,8270.0,99.0,2251.0,1
72416,ID09043,63,Female,Yobe,Low,5,66,1,Cash Transfer,7344,Mobile Wallet,2019-07-16,Suspicious,8425.0,29.0,4204.0,1
72444,ID09046,25,Male,Rivers,Middle,1,119,0,Cash Transfer,4532,Mobile Wallet,2019-11-27,Inactive,4448.0,24.0,3694.0,1
72445,ID09046,25,Male,Rivers,Middle,1,119,0,Cash Transfer,5865,Mobile Wallet,2022-04-05,Inactive,325.0,94.0,5322.0,1
72447,ID09047,25,Female,Lagos,Low,8,106,1,Fuel,5205,Mobile Wallet,2021-02-05,Inactive,6655.0,1.0,5352.0,1
72462,ID09049,24,Male,Lagos,Middle,1,128,0,Cash Transfer,4819,Mobile Wallet,2023-03-04,Suspicious,6218.0,93.0,3249.0,1
72492,ID09053,68,Female,Oyo,Low,1,112,0,Fuel,5255,Mobile Wallet,2019-01-28,Inactive,6029.0,67.0,2893.0,1
72498,ID09055,37,Male,Oyo,Middle,7,69,0,Cash Transfer,5781,Mobile Wallet,2023-01-23,Inactive,6361.0,30.0,5351.0,1
72499,ID09055,37,Male,Oyo,Middle,7,69,0,Cash Transfer,5785,Mobile Wallet,2022-07-03,Inactive,4778.0,60.0,4529.0,1
72513,ID09056,25,Female,Yobe,Low,9,101,1,Cash Transfer,6080,Mobile Wallet,2022-03-27,Inactive,3602.0,41.0,4856.0,1
72520,ID09056,25,Female,Yobe,Low,9,101,1,Cash Transfer,5726,Mobile Wallet,2021-10-11,Inactive,1727.0,80.0,1719.0,1
72521,ID09056,25,Female,Yobe,Low,9,101,1,Cash Transfer,7634,Mobile Wallet,2020-09-09,Inactive,5159.0,39.0,5181.0,1
72533,ID09057,63,Male,Oyo,Low,1,132,0,Cash Transfer,8239,Mobile Wallet,2020-01-06,Suspicious,6922.0,98.0,6152.0,1
72575,ID09062,26,Female,Kaduna,Low,1,95,0,Fuel,5612,Mobile Wallet,2020-01-04,Inactive,5377.0,58.0,4672.0,1
72578,ID09063,32,Female,Yobe,Low,8,98,1,Cash Transfer,7012,Mobile Wallet,2022-12-02,Suspicious,4970.0,13.0,4113.0,1
72606,ID09066,27,Male,Kano,Middle,5,120,0,Cash Transfer,4504,Mobile Wallet,2020-05-08,Suspicious,4810.0,9.0,3594.0,1
72611,ID09066,27,Male,Kano,Middle,5,120,0,Cash Transfer,5071,Mobile Wallet,2020-07-29,Suspicious,7190.0,54.0,1832.0,1
72713,ID09077,57,Female,Yobe,Middle,8,57,0,Cash Transfer,5471,Mobile Wallet,2022-04-17,Inactive,5970.0,26.0,2570.0,1
72718,ID09077,57,Female,Yobe,Middle,8,57,0,Cash Transfer,4581,Mobile Wallet,2019-11-15,Inactive,6263.0,82.0,4633.0,1
72721,ID09078,46,Male,Rivers,Low,5,83,1,Fuel,5007,Mobile Wallet,2019-02-26,Inactive,4920.0,28.0,4442.0,1
72805,ID09089,41,Male,Yobe,Low,2,84,0,Cash Transfer,7249,Mobile Wallet,2020-03-30,Suspicious,3203.0,18.0,2983.0,1
72807,ID09089,41,Male,Yobe,Low,2,84,0,Cash Transfer,7334,Mobile Wallet,2022-04-11,Suspicious,6998.0,6.0,4153.0,1
72858,ID09095,60,Female,Yobe,Low,6,150,1,Cash Transfer,6988,Mobile Wallet,2019-07-19,Inactive,3384.0,19.0,2736.0,1
72897,ID09099,40,Female,Yobe,Low,9,115,1,Cash Transfer,5990,Mobile Wallet,2022-02-27,Inactive,2999.0,30.0,6087.0,1
72901,ID09099,40,Female,Yobe,Low,9,115,1,Fuel,4521,Mobile Wallet,2022-12-10,Inactive,2638.0,45.0,3385.0,1
72958,ID09105,53,Female,Yobe,Low,4,121,1,Fuel,5163,Mobile Wallet,2020-02-01,Suspicious,0.0,7.0,3282.0,1
72965,ID09105,53,Female,Yobe,Low,4,121,1,Cash Transfer,7714,Mobile Wallet,2023-02-11,Inactive,6854.0,22.0,4142.0,1
73005,ID09112,44,Female,Rivers,Low,7,107,1,Cash Transfer,6592,Mobile Wallet,2019-11-02,Suspicious,5684.0,64.0,4972.0,1
73056,ID09120,23,Female,Yobe,Middle,9,80,0,Cash Transfer,4767,Mobile Wallet,2023-05-26,Inactive,8946.0,91.0,3428.0,1
73058,ID09120,23,Female,Yobe,Middle,9,80,0,Cash Transfer,5497,Mobile Wallet,2021-11-10,Suspicious,4211.0,10.0,3488.0,1
73062,ID09121,23,Male,Yobe,Low,3,90,0,Cash Transfer,7284,Mobile Wallet,2023-04-18,Inactive,4816.0,40.0,5803.0,1
73128,ID09129,37,Male,Rivers,Low,2,81,0,Cash Transfer,7007,Mobile Wallet,2022-11-29,Inactive,2712.0,19.0,2609.0,1
73155,ID09132,65,Female,Yobe,Low,3,104,0,Fuel,5686,Mobile Wallet,2023-05-19,Inactive,4538.0,35.0,4587.0,1
73160,ID09132,65,Female,Yobe,Low,3,104,0,Cash Transfer,7537,Mobile Wallet,2022-06-24,Inactive,5926.0,56.0,4323.0,1
73163,ID09132,65,Female,Yobe,Low,3,104,0,Fuel,5272,Mobile Wallet,2023-02-06,Suspicious,7993.0,95.0,4601.0,1
73201,ID09138,69,Female,Yobe,Middle,4,107,0,Cash Transfer,4599,Mobile Wallet,2022-11-06,Inactive,4399.0,81.0,5071.0,1
73208,ID09138,69,Female,Yobe,Middle,4,107,0,Cash Transfer,4970,Mobile Wallet,2021-09-04,Suspicious,5516.0,54.0,2296.0,1
73234,ID09142,64,Female,Yobe,Middle,9,120,0,Cash Transfer,5287,Mobile Wallet,2023-01-26,Inactive,5957.0,13.0,3553.0,1
73245,ID09145,28,Male,Kano,Low,4,136,1,Fuel,5239,Mobile Wallet,2023-03-09,Suspicious,3702.0,85.0,3077.0,1
73280,ID09150,43,Female,Oyo,Low,7,86,1,Cash Transfer,6543,Mobile Wallet,2020-01-08,Inactive,3479.0,52.0,4906.0,1
73291,ID09152,18,Female,Lagos,Low,3,143,0,Fuel,5861,Mobile Wallet,2020-09-12,Inactive,4506.0,39.0,4591.0,1
73297,ID09153,41,Male,Kaduna,Low,8,105,1,Cash Transfer,5750,Mobile Wallet,2019-04-26,Suspicious,9216.0,71.0,3811.0,1
73300,ID09153,41,Male,Kaduna,Low,8,105,1,Fuel,4924,Mobile Wallet,2023-01-21,Suspicious,7736.0,86.0,4105.0,1
73313,ID09155,52,Female,Yobe,Middle,3,126,0,Cash Transfer,5271,Mobile Wallet,2019-10-09,Inactive,7425.0,79.0,3988.0,1
73314,ID09155,52,Female,Yobe,Middle,3,126,0,Cash Transfer,4536,Mobile Wallet,2021-10-23,Inactive,4473.0,77.0,2732.0,1
73327,ID09156,41,Male,Kano,Low,8,80,1,Fuel,5172,Mobile Wallet,2023-10-19,Suspicious,3314.0,65.0,2099.0,1
73332,ID09156,41,Male,Kano,Low,8,80,1,Cash Transfer,7486,Mobile Wallet,2019-06-22,Inactive,4763.0,88.0,4538.0,1
73363,ID09163,68,Female,Lagos,Middle,2,44,0,Cash Transfer,5633,Mobile Wallet,2023-03-23,Inactive,2945.0,58.0,3834.0,1
73388,ID09165,33,Male,Yobe,Low,3,78,0,Fuel,5839,Mobile Wallet,2019-01-19,Suspicious,1165.0,0.0,2845.0,1
73393,ID09165,33,Male,Yobe,Low,3,78,0,Cash Transfer,7684,Mobile Wallet,2019-05-04,Inactive,7101.0,85.0,450.0,1
73472,ID09179,28,Male,Kaduna,Low,9,72,1,Cash Transfer,6729,Mobile Wallet,2023-10-20,Suspicious,4334.0,16.0,3358.0,1
73491,ID09181,51,Male,Oyo,Low,8,157,1,Cash Transfer,7457,Mobile Wallet,2021-07-24,Inactive,8807.0,82.0,3337.0,1
73578,ID09191,24,Female,Oyo,Low,3,110,0,Cash Transfer,7061,Mobile Wallet,2022-12-04,Suspicious,6159.0,89.0,1738.0,1
73610,ID09194,50,Male,Kaduna,Low,8,129,1,Fuel,5430,Mobile Wallet,2023-10-01,Inactive,2983.0,8.0,2372.0,1
73618,ID09195,54,Male,Kano,Low,3,106,0,Cash Transfer,7338,Mobile Wallet,2021-01-26,Inactive,5737.0,38.0,2902.0,1
73709,ID09209,18,Female,Yobe,Low,1,91,0,Fuel,5461,Mobile Wallet,2019-10-13,Inactive,5038.0,60.0,1807.0,1
73715,ID09209,18,Female,Yobe,Low,1,91,0,Fuel,5329,Mobile Wallet,2023-11-22,Inactive,5171.0,77.0,5404.0,1
73718,ID09209,18,Female,Yobe,Low,1,91,0,Cash Transfer,6326,Mobile Wallet,2019-02-23,Suspicious,4477.0,3.0,1692.0,1
73745,ID09214,42,Male,Rivers,Low,5,112,1,Cash Transfer,6642,Mobile Wallet,2022-03-25,Inactive,6653.0,8.0,4510.0,1
73757,ID09214,42,Male,Rivers,Low,5,112,1,Cash Transfer,7628,Mobile Wallet,2022-11-16,Suspicious,7348.0,34.0,5107.0,1
73769,ID09216,36,Female,Kaduna,Low,7,90,1,Cash Transfer,5813,Mobile Wallet,2019-11-27,Suspicious,4167.0,73.0,4826.0,1
73875,ID09231,35,Female,Rivers,Middle,6,89,0,Cash Transfer,4708,Mobile Wallet,2021-10-18,Suspicious,4212.0,78.0,6084.0,1
73884,ID09232,67,Female,Yobe,Low,1,82,0,Cash Transfer,8071,Mobile Wallet,2023-07-04,Inactive,7424.0,10.0,4231.0,1
73892,ID09232,67,Female,Yobe,Low,1,82,0,Fuel,5017,Mobile Wallet,2019-04-02,Inactive,3714.0,16.0,3208.0,1
73907,ID09233,33,Male,Lagos,Low,9,72,1,Cash Transfer,6042,Mobile Wallet,2021-06-01,Suspicious,6820.0,24.0,2773.0,1
73940,ID09236,39,Male,Kaduna,Low,7,150,1,Fuel,5021,Mobile Wallet,2023-12-24,Suspicious,5074.0,22.0,1733.0,1
73948,ID09237,19,Male,Oyo,Low,4,89,1,Cash Transfer,7448,Mobile Wallet,2023-04-05,Inactive,6140.0,0.0,5011.0,1
73959,ID09238,38,Male,Yobe,Middle,8,98,0,Cash Transfer,5629,Mobile Wallet,2023-07-28,Suspicious,4706.0,45.0,3553.0,1
74003,ID09244,46,Female,Kano,Middle,5,105,0,Cash Transfer,5293,Mobile Wallet,2022-07-31,Suspicious,6765.0,34.0,4055.0,1
74033,ID09248,33,Male,Rivers,Low,9,89,1,Fuel,5914,Mobile Wallet,2022-09-07,Suspicious,6488.0,52.0,4269.0,1
74080,ID09254,66,Female,Kano,Low,2,69,0,Cash Transfer,7420,Mobile Wallet,2020-11-15,Suspicious,3579.0,8.0,6069.0,1
74155,ID09262,52,Female,Oyo,Low,6,89,1,Fuel,5805,Mobile Wallet,2020-07-06,Suspicious,3842.0,78.0,4348.0,1
74283,ID09276,46,Male,Yobe,Low,8,101,1,Fuel,5887,Mobile Wallet,2019-08-26,Inactive,3929.0,39.0,4036.0,1
74296,ID09278,31,Male,Yobe,Low,9,134,1,Cash Transfer,7137,Mobile Wallet,2022-05-17,Inactive,3568.0,14.0,4486.0,1
74332,ID09282,34,Female,Oyo,Low,9,87,1,Fuel,5072,Mobile Wallet,2021-06-20,Inactive,5381.0,51.0,3406.0,1
74369,ID09287,34,Female,Lagos,Low,5,79,1,Cash Transfer,6376,Mobile Wallet,2023-12-28,Suspicious,4432.0,48.0,6221.0,1
74370,ID09287,34,Female,Lagos,Low,5,79,1,Cash Transfer,7097,Mobile Wallet,2023-08-03,Inactive,3932.0,36.0,5284.0,1
74377,ID09287,34,Female,Lagos,Low,5,79,1,Fuel,5278,Mobile Wallet,2020-09-08,Inactive,796.0,58.0,3966.0,1
74383,ID09288,22,Female,Kano,Middle,6,38,0,Cash Transfer,4909,Mobile Wallet,2022-04-24,Inactive,5448.0,72.0,4451.0,1
74389,ID09289,62,Male,Yobe,Low,4,84,1,Fuel,4905,Mobile Wallet,2021-12-08,Inactive,7449.0,40.0,5958.0,1
74412,ID09293,50,Female,Oyo,Middle,5,65,0,Cash Transfer,5074,Mobile Wallet,2022-09-22,Inactive,5751.0,35.0,1548.0,1
74476,ID09301,42,Female,Lagos,Low,6,123,1,Cash Transfer,8335,Mobile Wallet,2020-09-28,Inactive,3920.0,31.0,5200.0,1
74494,ID09303,23,Female,Oyo,Middle,6,78,0,Cash Transfer,5542,Mobile Wallet,2021-07-18,Suspicious,3168.0,89.0,1523.0,1
74508,ID09305,46,Male,Lagos,Low,4,38,1,Fuel,4522,Mobile Wallet,2022-10-23,Inactive,8564.0,52.0,3839.0,1
74520,ID09307,46,Female,Rivers,Middle,2,70,0,Cash Transfer,5736,Mobile Wallet,2023-07-08,Inactive,1142.0,26.0,5710.0,1
74526,ID09308,21,Female,Oyo,Low,1,85,0,Fuel,5097,Mobile Wallet,2019-03-15,Suspicious,6233.0,48.0,1889.0,1
74539,ID09311,66,Female,Kano,Low,4,108,1,Cash Transfer,7131,Mobile Wallet,2021-08-02,Suspicious,5270.0,17.0,1687.0,1
74568,ID09314,33,Male,Lagos,Low,9,94,1,Fuel,4944,Mobile Wallet,2021-03-22,Suspicious,6383.0,27.0,5219.0,1
74611,ID09317,20,Male,Yobe,Low,5,92,1,Cash Transfer,8273,Mobile Wallet,2023-01-06,Inactive,7182.0,52.0,3368.0,1
74620,ID09318,68,Male,Yobe,Low,8,119,1,Cash Transfer,6866,Mobile Wallet,2019-05-07,Inactive,5303.0,49.0,8229.0,1
74625,ID09319,67,Female,Kano,Low,5,95,1,Cash Transfer,6537,Mobile Wallet,2022-01-13,Inactive,6493.0,58.0,5762.0,1
74628,ID09320,59,Male,Oyo,Low,6,106,1,Fuel,4858,Mobile Wallet,2021-04-14,Inactive,6983.0,63.0,4602.0,1
74671,ID09324,35,Male,Lagos,Low,1,36,0,Fuel,5581,Mobile Wallet,2020-08-10,Inactive,7843.0,35.0,2562.0,1
74681,ID09326,65,Female,Oyo,Low,3,39,0,Cash Transfer,7265,Mobile Wallet,2019-11-22,Inactive,9574.0,91.0,4535.0,1
74698,ID09328,55,Female,Kaduna,Low,7,117,1,Fuel,5198,Mobile Wallet,2019-12-26,Suspicious,2328.0,78.0,7616.0,1
74755,ID09334,69,Female,Rivers,Low,6,68,1,Fuel,5433,Mobile Wallet,2020-03-25,Suspicious,6186.0,4.0,2231.0,1
74761,ID09334,69,Female,Rivers,Low,6,68,1,Fuel,4697,Mobile Wallet,2022-07-12,Inactive,6248.0,43.0,4878.0,1
74797,ID09338,51,Female,Kaduna,Low,6,111,1,Cash Transfer,8383,Mobile Wallet,2020-04-22,Suspicious,7597.0,22.0,5122.0,1
74808,ID09339,61,Male,Lagos,Middle,1,102,0,Cash Transfer,5032,Mobile Wallet,2021-05-10,Inactive,5535.0,55.0,3947.0,1
74850,ID09346,49,Female,Oyo,Low,6,110,1,Cash Transfer,6184,Mobile Wallet,2023-07-04,Suspicious,8463.0,26.0,3496.0,1
74861,ID09347,50,Male,Rivers,Low,4,47,1,Fuel,5157,Mobile Wallet,2021-11-09,Suspicious,3547.0,74.0,3281.0,1
74983,ID09362,42,Male,Lagos,Low,2,101,0,Fuel,5493,Mobile Wallet,2022-06-16,Inactive,2366.0,71.0,5893.0,1
74993,ID09363,68,Male,Lagos,Low,3,87,0,Cash Transfer,8237,Mobile Wallet,2023-08-20,Inactive,2693.0,62.0,2628.0,1
